sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
大同,臺北市,60,細懸浮微粒,普通,2.3,0.46,60,22,35,24,13,15.8,3.1,-,-,"2024-12-01 15:00",,1,19.2,29,1,121.51342074,25.06331455,16
松山,臺北市,40,,良好,1.6,0.25,53,34,34,9,8,9,1.4,2.1,70,"2024-12-01 15:00",,0.3,12.4,27,1,121.578611,25.05,15
古亭,臺北市,38,,良好,2.5,0.28,60,37,27,14,8,9.4,1.4,2.7,295,"2024-12-01 15:00",,0.3,11.8,20,1,121.529556,25.020608,14
萬華,臺北市,41,,良好,2.2,0.39,59,35,35,17,13,15.4,2.3,0.5,301,"2024-12-01 15:00",,0.3,12.7,23,1,121.507972,25.046503,13
中山,臺北市,43,,良好,2,0.45,54,36,35,23,21,25.5,4.2,1.7,309,"2024-12-01 15:00",,0.3,13.3,24,1,121.526528,25.062361,12
士林,臺北市,37,,良好,2.2,0.24,67,40,31,16,6,7.5,0.9,2.6,318,"2024-12-01 15:00",,0.3,10,22,1,121.51666356,25.10334003,11
淡水,新北市,50,,良好,2.8,0.25,58,43,24,13,7,8.5,1.3,3.3,10,"2024-12-01 15:00",,0.3,15.4,30,1,121.449239,25.1645,10
林口,新北市,47,,良好,2.2,0.23,71,51,28,17,6,6.7,0.9,2.9,328,"2024-12-01 15:00",,0.3,13.4,25,1,121.36548982,25.07798949,9
菜寮,新北市,53,細懸浮微粒,普通,2.1,0.28,68,39,35,19,8,8.7,0.9,3,284,"2024-12-01 15:00",,0.5,16.3,27,0,121.481028,25.06895,8
新莊,新北市,59,細懸浮微粒,普通,2.5,0.24,67,42,45,20,8,9.2,1.1,2.5,37,"2024-12-01 15:00",,0.4,18.8,35,1,121.4325,25.037972,7
板橋,新北市,53,細懸浮微粒,普通,1.6,0.32,71,42,34,17,9,10.8,1.6,3,335,"2024-12-01 15:00",,0.5,16.2,27,1,121.458667,25.012972,6
土城,新北市,51,細懸浮微粒,普通,1.6,0.34,66,41,31,15,10,11.1,1,2.6,306,"2024-12-01 15:00",,0.4,15.6,27,1,121.451861,24.982528,5
新店,新北市,42,,良好,0.8,0.25,52,36,18,10,6,7,1.2,3,328,"2024-12-01 15:00",,0.3,12.8,21,0,121.537778,24.977222,4
萬里,新北市,44,,良好,1,0.19,53,48,23,8,5,6.7,1.7,3.4,329,"2024-12-01 15:00",,0.2,10.6,27,0,121.689881,25.179667,3
汐止,新北市,36,,良好,2.5,0.22,51,32,19,9,6,7.6,1.5,0.4,186,"2024-12-01 15:00",,0.3,11.2,21,1,121.64081,25.06624,2
基隆,基隆市,33,,良好,1.2,0.2,45,36,13,2,3,4.8,1.8,1.1,62,"2024-12-01 15:00",,0.3,5.4,15,1,121.760056,25.129167,1
屏東(枋山),屏東縣,51,臭氧八小時,普通,1.3,0.22,73,55,35,17,3,3.3,0.3,1.3,263,"2024-12-01 14:00",,0.1,13,32,0,120.651472,22.260899,313
花蓮（美崙）,花蓮縣,31,,良好,0.1,0.26,44,34,17,6,4,6.4,2.9,6.2,160,"2024-12-01 14:00",,0.2,5.5,14,0,121.61575076,23.97709367,312
新北(樹林),新北市,53,細懸浮微粒,普通,0.7,0.38,51,25,25,14,15,15.9,1.2,0.1,241,"2024-12-01 14:00",,0.4,16.2,28,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,72,細懸浮微粒,普通,2.6,0.28,86,59,40,21,8,8.6,0.4,1.8,325,"2024-12-01 14:00",,0.3,24.2,45,1,120.37722,22.35222,204
臺南（麻豆）,臺南市,74,細懸浮微粒,普通,1.8,0.2,64,42,35,18,4,5.2,0.8,1.1,303,"2024-12-01 14:00",,0.3,24.7,46,1,120.24583056,23.17904722,203
高雄（湖內）,高雄市,73,細懸浮微粒,普通,2.3,0.2,74,47,35,21,6,6.8,0.3,2.3,287,"2024-12-01 14:00",,0.2,24.5,41,2,120.24535,22.87985556,202
彰化（員林）,彰化縣,71,細懸浮微粒,普通,2.9,0.39,75,46,51,25,6,7.5,1.2,0.9,347,"2024-12-01 14:00",,0.4,23.5,44,2,120.56373,23.96117,201
大城,彰化縣,96,細懸浮微粒,普通,1.8,0.14,72,48,29,14,3,4.6,1.6,3.5,39,"2024-12-01 14:00",,0.3,33.8,57,1,120.26964167,23.85493056,85
富貴角,新北市,49,,良好,1.1,0.17,66,53,23,7,2,2.7,0.2,3.9,47,"2024-12-01 14:00",,0.2,10.2,26,1,121.53656894,25.29681695,84
麥寮,雲林縣,88,細懸浮微粒,普通,3,0.21,73,48,32,18,4,5.3,0.8,2.9,327,"2024-12-01 14:00",,0.2,30.7,45,2,120.251825,23.753506,83
關山,臺東縣,23,,良好,0.4,0.14,40,26,8,1,2,2.4,0.8,1.5,164,"2024-12-01 14:00",,0.1,3.4,12,0,121.161933,23.045083,80
馬公,澎湖縣,51,臭氧八小時,普通,1.5,0.17,65,55,27,10,3,3.4,0.8,2.2,23,"2024-12-01 14:00",,0.1,9.9,21,1,119.566158,23.569031,78
金門,金門縣,60,細懸浮微粒,普通,1.5,0.2,57,43,63,11,12,14.5,2,1.9,285,"2024-12-01 14:00",,0.2,19.1,48,1,118.312256,24.432133,77
馬祖,連江縣,55,細懸浮微粒,普通,1.5,0.31,64,44,32,14,5,5.7,0.7,2.1,339,"2024-12-01 14:00",,0.6,17.2,34,1,119.952724,26.153736,75
埔里,南投縣,61,細懸浮微粒,普通,1,0.16,50,31,15,10,2,2.3,0.8,1.8,291,"2024-12-01 14:00",,0.2,19.5,22,1,120.967903,23.968842,72
復興,高雄市,65,細懸浮微粒,普通,1.7,0.26,67,49,37,16,12,13.6,1.8,0.8,204,"2024-12-01 14:00",,0.4,21.1,38,1,120.312017,22.608711,71
永和,新北市,43,,良好,1.6,0.88,36,27,25,11,24,35.7,11.2,1,343,"2024-12-01 14:00",,0.7,13.1,25,1,121.516306,25.017,70
竹山,南投縣,64,細懸浮微粒,普通,1.5,0.21,67,39,38,19,4,4.7,0.8,2.1,277,"2024-12-01 14:00",,0.2,20.6,30,1,120.677306,23.756389,69
中壢,桃園市,65,細懸浮微粒,普通,3.2,0.75,46,27,31,23,28,40.7,12.6,0.9,289,"2024-12-01 14:00",,0.9,21.1,33,2,121.221667,24.953278,68
三重,新北市,52,細懸浮微粒,普通,1.1,0.66,38,21,26,14,22,40.2,18.2,-,-,"2024-12-01 14:00",,0.7,15.8,28,1,121.493806,25.072611,67
冬山,宜蘭縣,30,,良好,1.3,0.22,50,32,21,7,3,4.1,0.8,2.7,248,"2024-12-01 14:00",,0.2,7,21,0,121.792928,24.632203,66
宜蘭,宜蘭縣,36,,良好,2.1,0.22,51,39,18,5,3,4,1,2.9,106,"2024-12-01 14:00",,0.2,6.4,14,1,121.746394,24.747917,65
陽明,臺北市,47,,良好,1.4,0.19,50,51,11,3,2,2.7,0.8,0.8,160,"2024-12-01 14:00",,0.2,7.4,20,1,121.529583,25.182722,64
花蓮,花蓮縣,31,,良好,1.1,0.16,47,34,14,5,1,2.1,0.9,1.9,147,"2024-12-01 14:00",,0.1,5.1,17,1,121.599769,23.971306,63
臺東,臺東縣,30,,良好,1,0.16,44,33,16,1,3,4.7,1.5,2.7,55,"2024-12-01 14:00",,0.1,3.9,16,1,121.15045,22.755358,62
恆春,屏東縣,42,,良好,0.8,0.13,47,45,11,5,1,1.9,0.7,6.4,39,"2024-12-01 14:00",,0.1,5.2,12,0,120.788928,21.958069,61
潮州,屏東縣,55,細懸浮微粒,普通,1.3,0.16,60,44,18,11,2,2.1,0.2,2,272,"2024-12-01 14:00",,0.2,17.2,29,1,120.561175,22.523108,60
屏東,屏東縣,45,,良好,1.4,0.2,60,42,23,8,6,6.4,0.5,1.8,279,"2024-12-01 14:00",,0.2,14,30,1,120.488033,22.673081,59
小港,高雄市,59,細懸浮微粒,普通,2.8,0.25,64,49,34,19,18,20.9,2.4,3.4,260,"2024-12-01 14:00",,0.3,18.8,32,2,120.337736,22.565833,58
前鎮,高雄市,67,細懸浮微粒,普通,2.1,0.28,67,50,37,21,15,16.3,1.7,1.8,4,"2024-12-01 14:00",,0.3,22.2,40,1,120.30833356,22.6044507,57
前金,高雄市,60,細懸浮微粒,普通,1.3,0.26,72,54,37,17,8,9.1,1.3,2.9,1,"2024-12-01 14:00",,0.3,19.1,43,1,120.28676111,22.63390278,56
左營,高雄市,66,細懸浮微粒,普通,1.8,0.23,75,53,37,16,7,8,1.3,3.1,314,"2024-12-01 14:00",,0.3,21.4,40,1,120.292917,22.674861,54
楠梓,高雄市,58,細懸浮微粒,普通,2.4,0.26,78,50,43,22,8,8.4,0.5,2.1,279,"2024-12-01 14:00",,0.2,18.5,37,1,120.328289,22.733667,53
林園,高雄市,61,細懸浮微粒,普通,2.6,0.28,83,51,42,20,8,8.7,0.8,2.2,230,"2024-12-01 14:00",,0.2,19.6,38,2,120.41175,22.4795,52
大寮,高雄市,51,細懸浮微粒,普通,5.5,0.2,67,43,21,13,6,6.6,0.9,0.9,159,"2024-12-01 14:00",,0.2,15.7,22,7,120.425311,22.56413611,51
鳳山,高雄市,62,細懸浮微粒,普通,1,0.37,70,47,27,19,11,12.2,1.3,1.2,270,"2024-12-01 14:00",,0.4,20,32,1,120.357422,22.628126,50
仁武,高雄市,65,細懸浮微粒,普通,1.7,0.26,77,51,36,21,9,10.2,1.1,2.7,284,"2024-12-01 14:00",,0.3,21.1,35,1,120.332631,22.689056,49
橋頭,高雄市,79,細懸浮微粒,普通,2.6,0.3,80,47,40,21,11,11.1,0.4,2.5,280,"2024-12-01 14:00",,0.2,26.9,36,1,120.305689,22.757506,48
美濃,高雄市,40,,良好,0.8,0.18,56,41,21,4,2,3.5,1,1.2,231,"2024-12-01 14:00",,0.2,12.2,25,1,120.530542,22.883583,47
臺南,臺南市,69,細懸浮微粒,普通,2.2,0.25,72,51,37,17,8,8.9,0.4,2.1,299,"2024-12-01 14:00",,0.3,22.9,43,1,120.21947897,22.98928311,46
安南,臺南市,72,細懸浮微粒,普通,2.4,0.24,71,47,39,19,5,5.5,0,2.8,301,"2024-12-01 14:00",,0.3,24.1,43,1,120.2175,23.048197,45
善化,臺南市,59,細懸浮微粒,普通,2,0.2,69,43,28,19,7,7.9,1.3,1.6,353,"2024-12-01 14:00",,0.2,18.9,33,1,120.29740529,23.11337642,44
新營,臺南市,71,細懸浮微粒,普通,2,0.23,67,47,28,16,6,7.2,1.2,1.4,281,"2024-12-01 14:00",,0.3,23.7,39,2,120.31725,23.305633,43
嘉義,嘉義市,69,細懸浮微粒,普通,2.1,0.23,73,47,30,19,4,4.2,0.4,1.1,300,"2024-12-01 14:00",,0.3,22.7,34,2,120.44125148,23.46477865,42
臺西,雲林縣,87,細懸浮微粒,普通,2.8,0.15,68,44,38,16,12,12.8,0.9,2.2,333,"2024-12-01 14:00",,0.2,30,50,1,120.19933333,23.702175,41
朴子,嘉義縣,70,細懸浮微粒,普通,3.4,0.29,75,43,40,21,5,5.2,0.6,1.7,307,"2024-12-01 14:00",,0.3,23.1,46,2,120.2478,23.46538,40
新港,嘉義縣,75,細懸浮微粒,普通,2.2,0.21,72,44,37,18,4,4,0.1,2.2,294,"2024-12-01 14:00",,0.3,25.3,46,2,120.345531,23.554839,39
崙背,雲林縣,100,細懸浮微粒,普通,3.4,0.28,73,45,51,32,5,4.4,0,1.4,298,"2024-12-01 14:00",,0.3,35.4,60,1,120.348742,23.757547,38
斗六,雲林縣,70,細懸浮微粒,普通,1.8,0.26,73,45,34,22,4,4.7,0.8,1.4,295,"2024-12-01 14:00",,0.2,23.1,35,1,120.544994,23.711853,37
南投,南投縣,76,細懸浮微粒,普通,2.1,0.29,78,44,36,21,5,6.2,0.7,2.1,293,"2024-12-01 14:00",,0.3,25.7,41,2,120.685306,23.913,36
二林,彰化縣,106,細懸浮微粒,對敏感族群不健康,3.6,0.27,72,42,55,25,6,7.3,1.5,2.4,326,"2024-12-01 14:00",,0.4,37.5,64,2,120.409653,23.925175,35
線西,彰化縣,65,細懸浮微粒,普通,2.6,0.35,75,46,35,9,4,5,1,3.9,348,"2024-12-01 14:00",,0.3,21.2,42,2,120.469061,24.131672,34
彰化,彰化縣,72,細懸浮微粒,普通,3.5,0.32,75,47,45,24,7,8.8,1.5,2.6,350,"2024-12-01 14:00",,0.3,24,40,2,120.541519,24.066,33
西屯,臺中市,72,細懸浮微粒,普通,1.9,0.28,73,41,42,21,7,8,1.1,2.7,305,"2024-12-01 14:00",,0.3,24,41,1,120.616917,24.162197,32
忠明,臺中市,68,細懸浮微粒,普通,1.9,0.32,75,41,34,21,7,8.7,1.5,2.9,316,"2024-12-01 14:00",,0.4,22.4,36,1,120.641092,24.151958,31
大里,臺中市,71,細懸浮微粒,普通,2.4,0.31,75,43,39,23,6,7.9,1.4,2.1,262,"2024-12-01 14:00",,0.4,23.7,39,2,120.67844444,24.09961111,30
沙鹿,臺中市,76,細懸浮微粒,普通,1.6,0.25,29,16,41,16,5,5.8,0.8,3.2,333,"2024-12-01 14:00",,0.3,25.8,47,2,120.568794,24.225628,29
豐原,臺中市,51,細懸浮微粒,普通,2.1,0.29,75,45,34,14,6,6.5,0.8,3,319,"2024-12-01 14:00",,0.3,15.6,29,2,120.74252414,24.25699731,28
三義,苗栗縣,51,細懸浮微粒,普通,1.7,0.25,68,47,35,13,4,5.7,1.2,1.9,344,"2024-12-01 14:00",,0.2,15.5,29,1,120.75956754,24.38248443,27
苗栗,苗栗縣,48,,良好,2,0.23,67,44,32,13,4,5.7,1.5,2.5,347,"2024-12-01 14:00",,0.2,14.8,26,1,120.82011468,24.56499183,26
頭份,苗栗縣,47,,良好,2.4,0.21,67,42,24,12,3,4.1,1.3,2.9,325,"2024-12-01 14:00",,0.2,14.5,27,2,120.89869286,24.69690679,25
新竹,新竹市,48,,良好,1.5,0.28,69,36,24,13,7,7.6,0.5,1,11,"2024-12-01 14:00",,0.3,14.7,27,1,120.97236752,24.8056356,24
竹東,新竹縣,50,,良好,1.1,0.23,61,38,21,14,4,4.9,0.9,1.9,294,"2024-12-01 14:00",,0.3,15.3,25,1,121.08895493,24.74091408,23
湖口,新竹縣,47,,良好,2.1,0.23,66,48,27,14,4,4.6,0.6,2.4,326,"2024-12-01 14:00",,0.2,14.6,28,2,121.03886894,24.90009696,22
龍潭,桃園市,58,細懸浮微粒,普通,1,0.27,62,40,30,20,6,6.7,1.1,1.5,17,"2024-12-01 14:00",,0.3,18.4,29,1,121.21645772,24.86400048,21
平鎮,桃園市,52,細懸浮微粒,普通,1.5,0.33,68,45,26,15,9,9.2,0.6,1.8,306,"2024-12-01 14:00",,0.3,16.1,27,1,121.203986,24.952786,20
觀音,桃園市,55,細懸浮微粒,普通,1.5,0.24,69,45,29,17,6,6.9,0.7,2.8,308,"2024-12-01 14:00",,0.2,17.3,32,1,121.08283092,25.03556747,19
大園,桃園市,57,細懸浮微粒,普通,2.3,0.35,79,45,40,21,11,13,1.9,4.3,4,"2024-12-01 14:00",,0.3,18,34,1,121.20251473,25.06100357,18
桃園,桃園市,55,細懸浮微粒,普通,1.3,0.28,66,35,33,16,7,8.1,1,2.6,332,"2024-12-01 14:00",,0.4,17.3,29,1,121.30500531,24.9947107,17
大同,臺北市,59,細懸浮微粒,普通,1.3,0.77,34,15,25,21,24,43,18.5,-,-,"2024-12-01 14:00",,1.1,18.6,28,1,121.51342074,25.06331455,16
松山,臺北市,44,,良好,1.8,0.2,51,27,26,11,6,7.6,1.3,1.3,31,"2024-12-01 14:00",,0.3,13.7,26,1,121.578611,25.05,15
古亭,臺北市,36,,良好,2,0.26,51,32,19,11,8,9.6,1.6,1.2,51,"2024-12-01 14:00",,0.3,11,19,1,121.529556,25.020608,14
萬華,臺北市,40,,良好,1.4,0.31,47,29,18,10,11,13.6,2.6,0.5,309,"2024-12-01 14:00",,0.3,12.2,21,1,121.507972,25.046503,13
中山,臺北市,38,,良好,1,0.28,50,32,19,10,9,12,2.8,1.3,244,"2024-12-01 14:00",,0.3,11.8,22,0,121.526528,25.062361,12
士林,臺北市,31,,良好,1.1,0.2,56,34,24,9,4,5,0.8,2.4,320,"2024-12-01 14:00",,0.3,9.7,21,0,121.51666356,25.10334003,11
淡水,新北市,52,細懸浮微粒,普通,3,0.29,64,37,32,18,8,9.2,1.4,2.8,10,"2024-12-01 14:00",,0.4,16,33,1,121.449239,25.1645,10
林口,新北市,42,,良好,1.5,0.28,72,46,33,14,8,9.3,1.3,2.8,359,"2024-12-01 14:00",,0.3,12.7,25,1,121.36548982,25.07798949,9
菜寮,新北市,52,細懸浮微粒,普通,0.7,0.27,55,31,21,11,8,8.9,1.1,2.2,340,"2024-12-01 14:00",,0.5,16.1,27,0,121.481028,25.06895,8
新莊,新北市,58,細懸浮微粒,普通,1.7,0.29,58,34,29,16,9,10.9,1.6,3.1,25,"2024-12-01 14:00",,0.4,18.4,34,1,121.4325,25.037972,7
板橋,新北市,53,細懸浮微粒,普通,1,0.35,59,34,21,11,10,12.9,2.5,2,351,"2024-12-01 14:00",,0.5,16.2,26,0,121.458667,25.012972,6
土城,新北市,52,細懸浮微粒,普通,1.5,0.34,63,34,28,16,10,10.7,1,1.4,332,"2024-12-01 14:00",,0.4,15.8,26,1,121.451861,24.982528,5
新店,新北市,45,,良好,0.7,0.22,45,31,19,10,6,7.3,1.6,1.9,7,"2024-12-01 14:00",,0.3,13.8,22,0,121.537778,24.977222,4
萬里,新北市,42,,良好,1.2,0.21,56,45,26,7,6,7.9,1.8,2,28,"2024-12-01 14:00",,0.2,11.3,28,0,121.689881,25.179667,3
汐止,新北市,40,,良好,3.4,0.21,51,26,12,6,6,8.1,1.5,0.7,357,"2024-12-01 14:00",,0.4,12.3,23,1,121.64081,25.06624,2
基隆,基隆市,29,,良好,1.7,0.22,42,31,12,5,6,8.7,2.8,1.9,107,"2024-12-01 14:00",,0.3,6.3,17,1,121.760056,25.129167,1
屏東(枋山),屏東縣,46,,良好,1,0.21,72,50,43,16,3,3.2,0.1,1.7,283,"2024-12-01 13:00",,0.1,11.5,31,0,120.651472,22.260899,313
花蓮（美崙）,花蓮縣,29,,良好,0.4,0.25,45,31,17,4,4,8.3,4.1,5.3,144,"2024-12-01 13:00",,0.2,5.6,13,0,121.61575076,23.97709367,312
新北(樹林),新北市,56,細懸浮微粒,普通,0.9,0.36,47,20,31,14,14,15.2,1.5,0.1,215,"2024-12-01 13:00",,0.4,17.6,31,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,73,細懸浮微粒,普通,3.4,0.34,84,53,43,27,10,11,0.6,2.3,330,"2024-12-01 13:00",,0.3,24.5,45,1,120.37722,22.35222,204
臺南（麻豆）,臺南市,77,細懸浮微粒,普通,1.8,0.21,61,37,36,17,5,5.9,1.1,1.1,344,"2024-12-01 13:00",,0.3,26.1,50,1,120.24583056,23.17904722,203
高雄（湖內）,高雄市,76,細懸浮微粒,普通,2.4,0.24,73,41,40,23,8,8.8,0.4,2.2,290,"2024-12-01 13:00",,0.2,25.7,43,2,120.24535,22.87985556,202
彰化（員林）,彰化縣,72,細懸浮微粒,普通,2.2,0.37,72,38,38,17,6,6.9,1.2,0.8,297,"2024-12-01 13:00",,0.4,24.1,44,2,120.56373,23.96117,201
大城,彰化縣,107,細懸浮微粒,對敏感族群不健康,2.8,0.22,72,40,49,21,6,8.8,2.4,2.9,23,"2024-12-01 13:00",,0.3,38,62,1,120.26964167,23.85493056,85
富貴角,新北市,46,,良好,1.7,0.22,70,50,27,11,5,5.2,0.5,4,59,"2024-12-01 13:00",,0.2,11.3,28,0,121.53656894,25.29681695,84
麥寮,雲林縣,94,細懸浮微粒,普通,2.7,0.22,68,40,31,19,4,4.6,0.3,1.5,326,"2024-12-01 13:00",,0.3,33.1,48,2,120.251825,23.753506,83
關山,臺東縣,19,,良好,0.6,0.13,42,22,8,0,1,2.2,0.8,1.4,337,"2024-12-01 13:00",,0.1,4.3,13,0,121.161933,23.045083,80
馬公,澎湖縣,49,,良好,1.4,0.18,60,53,17,10,3,3.5,0.8,2.1,44,"2024-12-01 13:00",,0.1,9.2,20,1,119.566158,23.569031,78
金門,金門縣,65,細懸浮微粒,普通,1.3,0.21,51,39,56,16,14,16.6,2.6,2.1,304,"2024-12-01 13:00",,0.2,21.1,45,1,118.312256,24.432133,77
馬祖,連江縣,56,細懸浮微粒,普通,2.5,0.55,56,41,37,15,8,9.5,1.7,1.9,322,"2024-12-01 13:00",,0.6,17.7,35,1,119.952724,26.153736,75
埔里,南投縣,67,細懸浮微粒,普通,1,0.18,50,26,13,14,2,2.7,0.8,1.6,325,"2024-12-01 13:00",,0.3,22.2,25,1,120.967903,23.968842,72
復興,高雄市,67,細懸浮微粒,普通,1.5,0.34,68,45,41,17,11,13,2,1.3,276,"2024-12-01 13:00",,0.4,21.9,39,1,120.312017,22.608711,71
永和,新北市,44,,良好,1.6,0.72,42,24,29,14,21,28.4,7.7,1.2,27,"2024-12-01 13:00",,0.6,13.7,25,1,121.516306,25.017,70
竹山,南投縣,65,細懸浮微粒,普通,1.4,0.21,61,32,32,21,4,4.8,1,2.2,322,"2024-12-01 13:00",,0.2,21.1,28,1,120.677306,23.756389,69
中壢,桃園市,66,細懸浮微粒,普通,2.9,0.7,43,23,30,16,25,33.5,8.4,0.3,260,"2024-12-01 13:00",,0.8,21.5,35,2,121.221667,24.953278,68
三重,新北市,52,細懸浮微粒,普通,1.2,0.72,34,17,26,16,26,46.9,20.8,-,-,"2024-12-01 13:00",,0.8,15.9,28,1,121.493806,25.072611,67
冬山,宜蘭縣,25,,良好,1.2,0.22,48,27,19,4,4,5.7,1.4,1.3,289,"2024-12-01 13:00",,0.2,7.4,21,0,121.792928,24.632203,66
宜蘭,宜蘭縣,33,,良好,2.2,0.24,51,36,19,7,3,4.4,1.2,2.6,141,"2024-12-01 13:00",,0.2,7,14,1,121.746394,24.747917,65
陽明,臺北市,47,,良好,1.6,0.2,50,52,13,4,3,4,1.1,1.9,160,"2024-12-01 13:00",,0.2,8.4,21,1,121.529583,25.182722,64
花蓮,花蓮縣,28,,良好,1.2,0.16,47,30,20,4,1,1.9,0.9,2.3,137,"2024-12-01 13:00",,0.1,5,17,1,121.599769,23.971306,63
臺東,臺東縣,28,,良好,1,0.16,44,30,17,3,3,4.9,1.5,2.1,17,"2024-12-01 13:00",,0.1,4.8,16,1,121.15045,22.755358,62
恆春,屏東縣,42,,良好,0.8,0.14,46,45,10,4,1,2,0.7,7.4,28,"2024-12-01 13:00",,0.1,5.3,13,0,120.788928,21.958069,61
潮州,屏東縣,60,細懸浮微粒,普通,1.4,0.18,60,38,20,11,2,2.6,0.5,1.8,258,"2024-12-01 13:00",,0.2,19.3,32,1,120.561175,22.523108,60
屏東,屏東縣,51,細懸浮微粒,普通,1.3,0.2,60,37,24,11,6,6.1,0.6,1.2,43,"2024-12-01 13:00",,0.2,15.7,32,1,120.488033,22.673081,59
小港,高雄市,59,細懸浮微粒,普通,1.5,0.26,70,45,27,12,13,14,1.3,3.1,272,"2024-12-01 13:00",,0.3,18.9,32,2,120.337736,22.565833,58
前鎮,高雄市,69,細懸浮微粒,普通,1.1,0.29,68,47,36,19,11,12.3,1.5,2.4,345,"2024-12-01 13:00",,0.3,22.7,40,1,120.30833356,22.6044507,57
前金,高雄市,63,細懸浮微粒,普通,1.3,0.28,69,49,41,19,9,10.2,1.4,3.1,339,"2024-12-01 13:00",,0.3,20.5,45,1,120.28676111,22.63390278,56
左營,高雄市,69,細懸浮微粒,普通,1.8,0.26,73,49,40,24,8,9.2,1.5,2.4,284,"2024-12-01 13:00",,0.3,22.7,41,1,120.292917,22.674861,54
楠梓,高雄市,57,細懸浮微粒,普通,2,0.23,67,44,35,18,7,7.3,0.7,1.2,305,"2024-12-01 13:00",,0.2,18,36,1,120.328289,22.733667,53
林園,高雄市,61,細懸浮微粒,普通,3.1,0.29,81,44,45,17,12,12.8,1.2,2.4,217,"2024-12-01 13:00",,0.2,19.7,38,2,120.41175,22.4795,52
大寮,高雄市,53,細懸浮微粒,普通,,,62,37,17,12,,,,0.6,135,"2024-12-01 13:00",,0.2,16.4,22,6,120.425311,22.56413611,51
鳳山,高雄市,64,細懸浮微粒,普通,1,0.38,66,42,29,20,12,13.5,1.6,0.9,274,"2024-12-01 13:00",,0.4,20.8,33,1,120.357422,22.628126,50
仁武,高雄市,64,細懸浮微粒,普通,1.4,0.25,67,45,49,19,8,9.3,1.3,2.6,284,"2024-12-01 13:00",,0.3,20.9,34,1,120.332631,22.689056,49
橋頭,高雄市,80,細懸浮微粒,普通,2.7,0.26,69,39,35,19,9,9.5,0.5,1.9,317,"2024-12-01 13:00",,0.2,27.2,36,1,120.305689,22.757506,48
美濃,高雄市,48,,良好,1.1,0.18,56,35,21,6,2,3.4,1.1,1.2,259,"2024-12-01 13:00",,0.2,14.9,28,1,120.530542,22.883583,47
臺南,臺南市,73,細懸浮微粒,普通,2,0.26,72,44,35,20,8,8.7,0.2,1.9,229,"2024-12-01 13:00",,0.3,24.4,45,1,120.21947897,22.98928311,46
安南,臺南市,76,細懸浮微粒,普通,2.1,0.23,68,41,30,16,5,4.9,0,2.2,304,"2024-12-01 13:00",,0.3,25.8,45,1,120.2175,23.048197,45
善化,臺南市,62,細懸浮微粒,普通,1.9,0.18,65,36,25,11,4,5.2,0.9,0.9,193,"2024-12-01 13:00",,0.2,19.8,35,1,120.29740529,23.11337642,44
新營,臺南市,75,細懸浮微粒,普通,1.9,0.23,64,43,29,17,6,6.9,1.4,1,318,"2024-12-01 13:00",,0.3,25.2,42,2,120.31725,23.305633,43
嘉義,嘉義市,70,細懸浮微粒,普通,2.2,0.25,71,40,32,20,4,4.9,0.8,1.2,325,"2024-12-01 13:00",,0.3,23.4,35,2,120.44125148,23.46477865,42
臺西,雲林縣,90,細懸浮微粒,普通,2.6,0.13,68,37,29,15,8,8.6,0.5,2.8,306,"2024-12-01 13:00",,0.3,31.3,52,1,120.19933333,23.702175,41
朴子,嘉義縣,70,細懸浮微粒,普通,3.1,0.28,66,35,37,15,4,4.8,0.7,1.2,352,"2024-12-01 13:00",,0.3,23.4,48,2,120.2478,23.46538,40
新港,嘉義縣,79,細懸浮微粒,普通,2.4,0.23,70,37,36,18,5,4.9,0.3,1.6,315,"2024-12-01 13:00",,0.3,27,48,2,120.345531,23.554839,39
崙背,雲林縣,105,細懸浮微粒,對敏感族群不健康,3.5,0.3,70,37,86,29,5,4.2,0,1.3,293,"2024-12-01 13:00",,0.3,36.9,61,1,120.348742,23.757547,38
斗六,雲林縣,70,細懸浮微粒,普通,1.9,0.27,69,38,32,23,4,4,0.5,1.5,300,"2024-12-01 13:00",,0.2,23.2,35,1,120.544994,23.711853,37
南投,南投縣,80,細懸浮微粒,普通,2,0.28,73,36,35,18,5,6.2,0.9,0.7,138,"2024-12-01 13:00",,0.3,27.3,44,2,120.685306,23.913,36
二林,彰化縣,117,細懸浮微粒,對敏感族群不健康,4.4,0.3,69,34,55,27,7,9,1.6,1.9,300,"2024-12-01 13:00",,0.4,41.7,67,2,120.409653,23.925175,35
線西,彰化縣,74,細懸浮微粒,普通,4.1,0.42,70,39,40,17,6,7,1.3,2.5,334,"2024-12-01 13:00",,0.3,24.7,45,2,120.469061,24.131672,34
彰化,彰化縣,75,細懸浮微粒,普通,2.7,0.32,73,41,34,16,6,8.1,1.6,1.3,269,"2024-12-01 13:00",,0.3,25.1,40,2,120.541519,24.066,33
西屯,臺中市,74,細懸浮微粒,普通,1.5,0.27,69,32,34,19,6,7.8,1.2,1.7,178,"2024-12-01 13:00",,0.4,24.7,42,1,120.616917,24.162197,32
